eid,empname,website,corporatewebsite,additionalwebsites,leadership,hrcontactinfo,jobfaircontactinfo,location,region,geo,size,noofemp,emptype,ticker,affiliates,news,budget,facebook,twitter,socialmedia,missionstmt,overview,culture,financials,citations,poi,linkedin,990taxforms
60,"Ross Stores, Inc.","<a href=""http://www.rossstores.com/"" target=""_blank"">Ross Stores, Inc. Website</a>","<a href=""http://phx.corporate-ir.net/phoenix.zhtml?c=64847&p=irol-IRHome"" target=""_blank"">Ross Stores, Inc. Corporate Website</a>",,"Michael Balmuth, Chairman<br/>Barbara Rentler, CEO","<a href=""http://www.rossstores.com/careers/"" target=""_blank"">Careers Website</a>",,"Dublin, CA","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska)",National,"Large (More than 10,000 employees)","66,300",3,ROST,"Ross Procurement, Inc.<br/>Ross Merchandising, Inc.<br/>Ross Dress for Less, Inc.<br/>Retail Assurance Group, Ltd.","http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=TitleCombined:(%22Ross+Stores,+Inc.%22)&format=rss",,https://www.facebook.com/RossDressforLess,https://twitter.com/Ross_Careers_ny,,"“Our customers love a great deal. That makes our mission simple: to provide exciting bargains, every day, in every store.”*","<ul><li>Founded in 1982.</li> <li>Became a publicly traded company in 1985.</li>
<li>The largest off-price apparel and home fashion chain in the United States.</li><li>Operates 130 dd""s DISCOUNTS&#174; in ten states.</li>
<li>A S&#38;P 500&#174;, Fortune 500&#174; and Nasdaq 100 company.</li><li>1,146 locations in 33 states, the District of Columbia and Guam.</li></ul>",“Professional growth in a culture that promotes teamwork and respect.”,<ul><li>Revenue: $10.2 billion</li> <li>Net Earnings: $837.3 million</li></ul>,"*From <a href=""https://www.facebook.com/RossDressforLess/info"" target=""_blank"">Facebook page</a>","<ul><li>Ross Stores have a six-week, full-time training program for new college graduates. Participants work as an Assistant Store Managers.</li></ul>","<a href=""https://www.linkedin.com/company/ross-stores"" target=""_blank"">LinkedIn</a>",
61,Sherwin-Williams,"<a href=""http://www.sherwin-williams.com/"" target=""_blank"">Sherwin-Williams Website</a>","<a href=""http://investors.sherwin-williams.com/"" target=""_blank"">Sherwin-Williams Corporate Website</a>",,"Christopher M. Connor, CEO<br/>
Sean P. Hennessy, CFO","<a href=""http://careers.sherwin-williams.com/careers/"" target=""_blank"">Careers Website</a>",,"Cleveland, OH","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","37,633",3,SHW,"Domestic subsidiaries:<br/>
Comex North America, Inc.<br/>
Omega Specialty Products & Services, LLC<br/>
SWIMC, Inc.<br/>
Foreign subsidiaries:<br/>
Numerous worldwide subsidiaries throughout Europe, Asia/Pacific, South America, and the Carribean.","http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.fvf%5B%5D=ContentType,Journal+Article,f&s.fvf%5B%5D=ContentType,Magazine+Article,f&s.fvf%5B%5D=ContentType,Newspaper+Article,f&s.fvf%5B%5D=ContentType,Trade+Publication+Article,f&s.light=t&s.q=TitleCombined:(sherwin+williams)&format=rss",,https://www.facebook.com/SherwinWilliamsforYourHome,https://twitter.com/SherwinWilliams,,"Vision statement:<br/>""To be the world leader in the paint industry committed to satisfying customer needs through quality products, excellent service and a highly trained and professional workforce.""","<ul><li>Sherwin-Williams Company is the largest producer of paints and coatings in the U.S., and is the third largest worldwide.</li><li>The company was founded in 1866 by Henry Sherwin and Edward Williams.</li></ul>","Sherwin-Williams"" Guiding Values are integrity, people, service, quality, performance, innovation, and growth.<br/><a href=""http://careers.sherwin-williams.com/careers/culture/values/"" target=""_blank"">More Information</a>","<ul><li>Total revenue (2013): $10.2 billion</li>
<li>Net income (2013): $752.6 million*</li><ul>","*From <a href=""http://investors.sherwin-williams.com/pdf/annual-reports/2013_annual_report.pdf"" target=""_blank"">2013 Sherwin-Williams Annual Report</a>","<ul><li>One of the company""s operating segments, Latin America Coatings Group, operates 282 stores located in Mexico, Brazil, Chile, Ecuador, Uruguay, and Colombia.</li></ul>"," <a href=""https://www.linkedin.com/company/sherwin-williams"" target=""_blank"">LinkedIn</a>",
63,Sun Life Financial,"<a href=""http://www.sunlife.com/Global?vgnLocale=en_CA"" target=""_blank"">Sun Life Financial Website</a>",,,"Dean A. Connor, President and CEO</br>
Claude A. Accum, Executive Vice-President and CRO<br/>
Carrie Blair, Executive Vice-President, Human Resources<br/>
Mary De Paoli,Executive Vice-President, Public and Corporate Affairs and CMO","<a href=""http://www.sunlife.com/Global/Careers?vgnLocale=en_CA"" target=""_blank"">Careers Website</a>",,Toronto,"New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","28,515",3,SLF,"McLean Budden, Limited <br/> 
Sun Life Assurance Company of Canada <br/> 
Sun Life Global Investments (Canada), Inc.<br/> 
California Benefits Dental Plan<br/>            
Massachusetts Financial Services Company<br/>           
MFS Heritage Trust Company <br/> 
MFS Investment Management Company <br/>
and others","http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.fvf=ContentType,Newspaper+Article,f&s.light=t&s.q=%22sun+life+financial%22&format=rss",,https://www.facebook.com/SLFUnitedStates,https://twitter.com/sunlifeus,"<a href=""https://www.youtube.com/user/SunLifeFinancialUS"" target=""_blank"">YouTube</a> <br/>
<a href=""https://plus.google.com/111231006130599718588/posts"" target=""_blank"">Google+</a>",“To help customers achieve a lifetime of financial security.”,"<ul><li>An international financial services company.</li><li>Established in 1865. </li><li>Products and services include: life insurance, health, dental and disability insurance, education savings, medical insurance, investing and retirement planning services, annuities, and other financial security products.</li><li>Operates in the U.S., Canada, Bermuda, China, India, Indonesia, Ireland, Malaysia, the Philippines, the United Kingdom, and Vietnam.</li></ul> ","“Around the world, our culture is supportive and encouraging. We want you to innovate, to lead, to aspire. We rely on those qualities to make us who we are: a company that accomplishes great things and is a leader in the financial services industry.”","<ul><li>Total Revenue (2013): $1.4 billion</li>
<li>Total net income(2013): $1.8 billion</li></ul>",,"<ul><li>Named one of the 2014 Global 100 Most Sustainable Corporations in the World by Corporate Knights.</li>
<li>Hires select graduates for a Rotational Leadership Development program.</li></ul>","<a href=""http://www.linkedin.com/company/sun-life-financial"" target=""_blank"">LinkedIn</a>",
66,"The TJX Companies, Inc."," <a href=""http://www.tjx.com/default.asp"" target=""_blank"">The TJX Companies, Inc. Website</a>",,,"Carol Meyrowitz, CEO<br/>
Scott Goldenberg, CFO<br/>
Bernard, Cammarata, President of the Board of Directors","<a href=""http://www.tjx.com/careers.asp#&panel1-1"" target=""_blank"">Careers Website</a>",,"Framingham and Marlborough, MA","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","191,000",3,TJX,"U.S.:<br/>
Marmaxx--T.J. Maxx, Marshalls and Sierra Trading Company<br/>
Homegoods<br/>


TJX Canada:<br/>
Winners<br/>
Homesense<br/>
Marshalls<br/>

TJX Europe:<br/>
T.K. Maxx<br/>
Homesense (UK only)","http://marist.summon.serialssolutions.com/search?s.cmd=addFacetValueFilters(ContentType,Journal+Article)&s.fvf%5B%5D=ContentType,Newspaper+Article,f&s.fvf%5B%5D=ContentType,Trade+Publication+Article,f&s.light=t&s.q=%22TJX+Companies%22&s.sort=PublicationDate:desc&format=rss",,https://www.facebook.com/TJXCareers,https://twitter.com/TJXCo,"<a href=""https://www.facebook.com/tjmaxx"" target=""_blank"">T.J. Maxx Facebook Page</a> <br/>
<a href=""https://www.facebook.com/Marshalls"" target=""_blank"">Marshalls Facebook Page</a> <br/>
<a href=""https://www.facebook.com/Homegoods?v=wall"" target=""_blank"">Homegoods Facebook Page</a> <br/>
<a href=""https://twitter.com/tjmaxx"" target=""_blank"">T.J. Maxx Twitter</a> <br/>
<a href=""https://twitter.com/marshalls"" target=""_blank"">Marshalls Twitter</a> <br/>
<a href=""https://twitter.com/homegoods"" target=""_blank"">Homegoods Twitter</a>   ","Our off-price mission is to deliver great value to customers through the combination of fashion, brand, quality and price. We operate with a rapidly changing assortment of brand name and designer merchandise at prices generally 20%-60% below department and specialty store regular prices on comparable merchandise, every day. With our value proposition and exciting treasure-hunt shopping experience, we believe that our demographic reach is among the widest in retail as we attract a broad range of fashion and value conscious customers across many income levels and demographic groups.","<ul><li>A retail company that owns and operates T.J. Maxx, Homegoods, Marshalls and Sierra Trading Company in the U.S.</li>
<li>T.J. Maxx, Marshalls, and Sierra Trading Company are operated under the Marmaxx division.</li>
<li>Operates Winners, Homesense and Marshalls in Canada.</li>
<li>Operates T.K. Maxx in Europe and the United Kingdom and Homesense only in the United Kingdom.</li>
<li>Sells off-price merchandise including clothing, shoes, furniture and more.</li>
<li>Purchases this merchandise from over 16,000 vendors.</li></ul>","At The TJX Companies, Inc. everyone is committed to creating and maintaining a family-like environment that values differences between people and encourages expression. You will have an independent voice and the opportunity to be heard. Our Open Door philosophy ensures that a full range of perspectives and viewpoints are shared and valued. Whether you have a new idea, question or concern, TJX keeps an open door and an open mind. We are receptive to individual thoughts at every level in our organization.","<ul><li>$27.4 billion Net Sales, $2.1 billion Net Income</li>
<li>$17.9 billion Marmaxx Net Sales</li>
<li>$2.99 billion Homegoods Net Sales</li>
<li>$2.9 billion TJX Canada Net Sales</li>
<li>$3.6 billion TJX Europe Net Sales*</li></ul>","*From the <a href=""http://investor.tjx.com/phoenix.zhtml?c=118215&p=irol-sec"" target=""_blank"">TJX Annual Report (10-K)</a>","<ul><li>TJX participates in Marist""s Revamp Your Resume Workshops.</li> <li>TJX has introduced the off-price concept to several countries including Germany and Canada, which previously did not have stores that sold this kind of merchandise.</li></ul>","<a href=""http://www.linkedin.com/company/tjx"" target=""_blank"">LinkedIn</a>",
67,Toys R Us Inc.,"<a href=""http://www.toysrus.com/shop/index.jsp?categoryId=2255956&ab=TRU_Header:Utility2:TRU-Logo:Home-Page"" target=""_blank"">Toys R Us Inc. Website</a>","<a href=""http://www.toysrusinc.com/"" target=""_blank"">Toys R Us Inc. Corporate Website</a>",,"Antonio Urcelay, CEO<br/>
Michael J. Short, CFO<br/>
Richard Barry, Chief Merchandising Officer<br/>
Hank Mullany, President Toys R Us US<br/>
<a href=""http://www.toysrusinc.com/about-us/executive-committee/"" target=""_blank"">More Information</a>","<a href=""http://www.toysrusinc.com/careers/"" target=""_blank"">Careers Website</a>",,"Wayne, NJ","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","70,000",4,,"Toys R Us US<br/>
Toys R Us Europe<br/>
Toys R Us Asia Pacific<br/>
Babies R Us<br/>
FAO Schwartz","http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.fvf%5B%5D=ContentType,Newspaper+Article,f&s.fvf%5B%5D=ContentType,Trade+Publication+Article,f&s.light=t&s.q=%22Toys+R+Us%22&format=rss",,https://www.facebook.com/toysrus,https://twitter.com/ToysRUs,"<a href=""https://www.facebook.com/babiesrus"" target=""_blank"">Babies R Us Facebook Page</a> <br/>
<a href=""https://www.facebook.com/FAO"" target=""_blank"">FAO Schwartz Facebook Page</a>","""The mission of Toys“R”Us, Inc. is to bring joy into the lives of its customers! In 2014, the company began to implement its “TRU Transformation” strategy to deliver on this mission by asserting its position as THE toy and juvenile products authority and definitive destination for kid fun, gift-giving solutions and parenting services.

Grounded in consumer research and customer insights, this strategy is anchored by three guiding principles – Easy, Expert, Fair – We will be the EASIEST place in the world to find solutions at FAIR prices for kids and babies because we are EXPERTS and understand the joys and challenges of parenting.

To accomplish these objectives, Toys“R”Us, Inc. is focused on fully transforming the customer experience; developing high-performing and highly focused teams; collaborating with business partners to drive differentiation, innovation and value; and positioning the business for growth.""","<ul><li>Began in 1948 by Charles Lazarus in Washington D.C.as a baby furniture store, which expanded into a national toy store chain and became a publicly traded company in 1978.</li>
<li>In 2005, Bain Capital Partners LLC, Kohlberg Kravis Roberts &#38; Co. (KKR) and Vornado Realty Trust completed an acquisition of Toys“R”Us, Inc. for $6.6 billion, making it a private company. </li>
<li>Sells children""s clothing, furniture, toys, computer software, bedding and games.</li></ul>","Toys“R”Us, Inc. fosters an environment that encourages collaboration and teamwork, is based on trust and respect for one another and draws on the diverse backgrounds of each and every employee. The company""s work ethic is fun and fast-paced, making it a great place to work, grow and develop.","<a href=""http://online.library.marist.edu/login?url=http://w3.lexisnexis.com/dossier/companyreporting/start.do?prod=CD&cdcomp=ddcb132712dddf5d64cd2c6ef62e896f:ddcb132712dddf5d64cd2c6ef62e896f:6_T583193627&host=Rosetta_US_Academic&LC=UK&entityId=1041688&reportKey=snapshot_report&ticker=&disclosure=&companyName=Toys+%22r%22+Us%2C+Inc.&companysCountry=Private+-+Parent"" target=""_blank"">See Hoover""s Company Profile for Toys R Us</a> ",,"<ul><li>Toys R Us"" charity, Toys R Us Children""s Fund, provides funding to children""s organizations particularly those assisting in disaster relief.  It also provides grants to organizations that help children with special needs.</li></ul>","<a href=""https://www.linkedin.com/company/toys-r-us"" target=""_blank"">LinkedIn</a>",
71,USAA,"<a href=""https://www.usaa.com/inet/ent_logon/Logon?redirectjsp=true"" target=""_blank"">USAA Website</a>",,,"Lester F. Lyles, Chairman of the Board and General, USAF (Ret.) <br/>
Josue Robles Jr., President and CEO and Major General, USA (Ret.)","<a href=""https://www.usaajobs.com/"" target=""_blank"">Careers Website</a><br/>
<a href=""https://www.usaajobs.com/docs/USAA-Career-Seekers-Guide.pdf"" target=""_blank"">Career Seekers Guide</a>",,"San Antonio, TX","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","25,800*",4,,,"http://marist.summon.serialssolutions.com/search?s.cmd=addFacetValueFilters(Language,English)&s.fvf=ContentType,Newspaper+Article,f&s.fvgf:10=SubjectTerms,or,banking+industry,insurance+industry&s.light=t&s.q=%22USAA%22&s.sort=PublicationDate:desc&format=rss",,https://www.facebook.com/usaacareers,https://twitter.com/USAA_jobs,"<a href=""https://www.youtube.com/user/usaajobs"" target=""_blank"">YouTube</a> ","“To facilitate the financial security of its members, associates and their families by providing a full range of highly competitive financial products and services. In so doing, we seek to be the provider of choice for the military community.”","<ul><li>USAA is a diversified financial services group of companies, the companies provide property and casualty insurance, life insurance and annuities, investment products, investment advice and services, banking, and shopping and discounts.</li><li>The company is also known as United Services Automobile Association.</li></ul>","“From the moment employees become part of the USAA family, they are immersed in a culture that profoundly embraces the service and sacrifices made by those whom the organization serves – the men and women of the U.S. military and their families. Having the opportunity to serve the financial needs of those who serve the country is an honor for all of us.”",<ul><li>$20.97 trillion Revenue in 2013</li><li>$18.2 trillion Expenses in 2013</li><li>$2.7 trillion Total Revenue in 2013</li><li>$24.6 trillion Net Worth in 2013*</li></ul>,"*From <a href=""https://content.usaa.com/mcontent/static_assets/Media/report-to-member-2013.pdf?cacheid=2165866646_p"" target=""_blank"">USAA 2013 Report to Members</a>",<ul><li>USAA offers ten week summer internships for college students and Financial Access and MBA Career Development programs for new graduates.</li><li>USAA is committed to hiring from the military community and at least thirty percent of their employees are military or military spouses.</li></ul>,"<a href=""https://www.linkedin.com/company/usaa"" target=""_blank"">LinkedIn</a>",
72,Verizon Communications Inc.,"<a href=""www.verizon.com"" target=""_blank"">Verizon Communications, Inc. Website</a>",,,"Lowell C. McAdam, Chairman and CEO<br/>
Daniel S. Mead, Executive Vice President and President and CEO, Verizon Wireless<br/>
Francis J. Shammo, Executive Vice President and CFO<br/>
John G. Stratton, Executive Vice President and President, Verizon Enterprise Solutions**","<a href=""http://www.verizon.com/Jobs/"" target=""_blank"">Careers Website</a>",,"New York, NY","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","193,900",3,VZ,,http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=Verizon+Communications+Inc&format=rss,,https://www.facebook.com/VerizonFiOS,https://twitter.com/verizonfios,"<a href=""https://plus.google.com/+verizonfios/posts"" target=""_blank"">Google+</a> <br/>
<a href=""https://www.youtube.com/user/verizon/Verizon"" target=""_blank"">YouTube</a>","We have work because our customers value our high-quality communications services. We focus outward on the customer, not inward. We make it easy for customers to do business with us by listening, anticipating and responding to their needs. We know teamwork enables us to serve our customers better and faster. We embrace diversity and personal development not only because it""s the right thing to do, but also because it""s smart business. We believe integrity is at the core of who we are. It establishes the trust that is critical to the relationships we have. We know that bigness is not our strength, best is our strength. Everything we do is based on the strong foundation of our corporate values. We work 24x7 because we know our customers depend on us 24x7. We know our best was good for today. Tomorrow, we""ll do better.**","<ul><li>Verizon Communications Inc. is a holding company and is one of the leading providers of communications, information and entertainment products and services to consumers, businesses and governmental agencies.</li> <li>Verizon""s operations span across two business divisions: wireless and wireline.</li><li>Verizon""s  wireless segment provides wireless voice, data services, and sells equipment
to consumer, business and government customers across the US.</li><li>Verizon""s wireline segment provides voice, data and video communications products and enhanced services, including broadband video and data, corporate networking solutions, data center and cloudservices, security and managed network services and local and long distance voice services.*</li></ul>","We take pride in our talented and diverse team of people who focus on our customers, every day. Their combined intelligence, spirit and creativity make Verizon a great place to work, learn and grow.**","<ul><li>Total Consolidated Revenue $120.6 billion</li>
<li>Consolidated Revenue/Verizon Wireless $81 billion</li>
<li>Consolidated Revenue/Verizon Wirelines 39.2 billion</li>
<li>Consolidated Revenue/Mass Markets (broad band services, local exchange, and long distance voice services) $17.3 billion</li>
<li>Consolidated Revenue/Global Enterprise-Network products and services, advanced communication services) $14.7 billion</li>
<li>Consolidated Revenue/Global Wholesale-provides communications services to outside carriers that use Verizon facilities. $6.7 billion*</li></ul>","*From <a href=""http://www.verizon.com/about/our-company/our-culture/"" target=""_blank"">Verizon 10K Form</a></br>**From <a href=""http://www.verizon.com/about/our-company/our-culture/"" target=""_blank"">""Our Culture""</a>",<ul><li>Verizon Wireless operates the  largest 4G LTE and 3G networks in the United States.</li><li>Verizon offers services to customers in 150 countries.</li></ul>,"<a href=""https://www.linkedin.com/company/verizon"" target=""_blank"">LinkedIn</a>",
73,W.B. Mason,"<a href=""http://www.wbmason.com/"" target=""_blank"">W.B. Mason Website</a>",,,"Steven Greene, CHM<br/>
Leo Meehan, President and CEO","<a href=""http://www.wbmason.com/AboutUs/careers.html"" target=""_blank"">Careers Website</a>",,"Brockton, MA","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska)",National,"Medium (500-9,999 employees)",2300,4,,, http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=TitleCombined:(%22w.b+mason%22)&format=rss,,https://www.facebook.com/WBMasonCompany,https://twitter.com/WBMasonCo,"<a href=""https://www.youtube.com/user/WBMasonCo"" target=""_blank"">YouTube</a> ","“We are an organization focused on solving customer problems with personalized services and customized solutions. We take the long view on strategies that require extended periods to develop, and we are flexible to meet customers"" ever changing needs. Our objective is to provide the best overall solution.”","<ul><li>The largest, privately owned office products dealer in the United States.</li><li>Founded in 1898 by William Betts Mason.</li><li>Over 40 locations in 22 states and warehouses across the U.S.</li><li>Customer base is mostly small or midsized businesses.</li><li>Also sells office furniture and equipment in its ""W.B Mason""s WhattaBargain!"" stores</li></ul>",,"<a href=""http://bi.galegroup.com.online.library.marist.edu/essentials/company/1385145?u=nysl_se_marist"" target=""_blank"">See W.B Mason Co. Profile from Business Insights: Essentials</a>",,"<ul><li>W.B. Mason has a program for recent graduates entering roles in sales, marketing, human resource, collection, accounts payable, fleet services, business services, information technology, business, accounting, and services positions.</li></ul>","<a href=""https://www.linkedin.com/company/wb-mason"" target=""_blank"">LinkedIn</a>",
74,Wellcare Health Plans,"<a href=""https://www.wellcare.com/"" target=""_blank"">Wellcare Health Plans Website</a>",,,"Dave Gallitano, Chairman of the Board and CEO<br/>
Drew Asher, Senior Vice President<br/>
Ken Burdick, President and COO<br/>
Tom Tran, Senior Vice President and CFO","<a href=""https://www.wellcare.com/aboutus/careers"" target=""_blank"">Careers Website</a>",,"Tampa, FL","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska)",National,"Medium (500-9,999 employees)",6100,3,WCG,"WCG Health Management, Inc.<br/>The WellCare Management Group, Inc.<br/> WellCare of Florida, Inc.<br/> HealthEase of Florida, Inc.<br/> WellCare of New York, Inc.<br/> WellCare of Connecticut, Inc.<br/> Harmony Health Systems, Inc.<br/> Harmony Health Plan of Illinois, Inc.<br/> and others",http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=TitleCombined:(Wellcare)&format=rss,,https://www.facebook.com/WellCareHealthPlans,https://twitter.com/WellCare_Health,,"“Enhance our members"" health and quality of life; partner with providers and governments to provide quality, cost-effective health care solutions; and create a rewarding and enriching environment for our associates.”","<ul><li>Provides managed care services through government-sponsored programs, such as Medicaid and Medicare.</li> <li> Founded in 1985.</li><li>Approximatly 3.9 million members in 49 states and the District of Columbia.</li><li>WellCare brands include: Staywell, MissouriCare, Windsor, Sterling, Easy Choice, Ohana, Exactus and Harmony.</li></ul>","At WellCare, everyone shares a commitment to our mission – to serve our members and the communities in which they live. Across all levels and disciplines in our organization, you will feel the passion and experience the collaboration that is focused on our mission. Our culture is one of empowerment, teamwork and concern, as we all work together to help create healthier lives for members and deliver cost-effective solutions. <br/><a href=""https://www.wellcare.com/careers/culture"" target=""_blank"">More Information</a>","<ul><li>Total Revenue $9.5 billion</li>
<li>Net Income: $175.3 million</li></ul>",,"<ul><li>WellCare""s Advocacy and Community-Based Programs link its members to social services such as food banks or meal delivery, housing assistance, financial assistance, transportation, education support, legal assistance and employment services.</li></ul>","  <a href=""https://www.linkedin.com/company/wellcare"" target=""_blank"">LinkedIn</a>",
75,Wells Fargo," <a href=""https://www.wellsfargo.com/"" target=""_blank"">Wells Fargo Website</a>","<a href=""https://www.wellsfargo.com/invest_relations/investor_relations/"" target=""_blank"">Wells Fargo Corporate Website</a>",,"John Stumpf, CEO, President, Chairman of the Board<br/>
Howard I. Atkins, CFO<br/>
David A. Hoyt, Senior Vice President<br/>
Mark C. Oman, Senior Vice President","<a href=""https://www.wellsfargo.com/about/careers/"" target=""_blank"">Careers Website</a>",,"San Francisco, CA","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","269,200",3,WFS,"Wells Fargo Bank, N.A.<br/>
Wells Fargo Advisors, LLC<br/>
Wells Fargo Investors, LLC<br/>
Wells Fargo Securities, LLC<br/>",http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=TitleCombined:(%22wells+fargo+company%22)&format=rss,,https://www.facebook.com/wellsfargo,https://twitter.com/wellsfargo,"<a href=""https://www.youtube.com/user/wellsfargo"" target=""_blank"">YouTube</a> ","“We want to satisfy all our customers"" financial needs and help them succeed financially.”","<ul><li>A financial services company providing  retail, commercial, and corporate banking services.</li><li>Founded in 1852 as a banking and freight company.<li>Current form is a result of a 1998 merger between Minneapolis-based Norwest Corporation and the original Wells Fargo.</li><li>Products and services include insurance, investments, mortgage, leasing, and credit cards.</li><li>9,000 locations and 12,000 ATMs, and offices in 36 countries.</li></ul>","“We define “culture” as knowing what you need to do when you come to work in the morning without having to read a manual or be told what to do. Culture is the attitude we bring to work every day— the pattern of thinking and acting with the customer in mind. It""s the habit of doing the right things, and doing things right. It""s a thousand behaviors inherited from team members who came before us, behaviors that we model today and then pass on as our legacy for team members who come after us. <a href=""https://www.wellsfargo.com/invest_relations/vision_values/5"" target=""_blank"">More Information</a>","<ul><li>Net Income: $21.9 billion</li>
<li>Total Revenue: $83.8 billion</li><br/>
Revenue by Operating Segment:<br/>
<li>Community Banking: $50.3 billion</li>
<li>Wholesale Banking: $24.1 billion</li>
<li>Wealth, Brokerage and Retirement: $13.2 billion</li></ul>",,"<ul><li>Wells Fargo gave $275.5 million to 18,500 nonprofits in 2013.</li></ul>","<a href=""https://www.linkedin.com/company/wellsfargo"" target=""_blank"">LinkedIn</a>",
76,Worldwide Express,"<a href=""http://wwex.com/"" target=""_blank"">Worldwide Express Website</a>",,,"David R. Kiger, Founder/Executive Chairman<br/>
Tom Madine, CEO/President<br/>
Rob Rose, CFO","<a href=""http://wwex.com/careers-overview"" target=""_blank"">Careers Website</a>",,"Dallas, TX","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska)",National,"Medium (500-9,999 employees)",1000-5001*,4,,,"http://marist.summon.serialssolutions.com/search?s.fvf=ContentType%2CNewspaper+Article%2Cf&s.light=t&s.q=%22worldwide+express%22&s.sort=PublicationDate%3Adesc&s.cmd=addFacetValueGroupFilter(SubjectTerms,or,postal+%26+delivery+services,air+freight+service,courier+services,air+freight,shipping+industry,company+news,freight+forwarding,delivery+services,transportation+%26+shipping,distributors%5C,+distributors+-+other)&format=rss",,https://www.facebook.com/WorldwideExpress,https://twitter.com/CorporateWWE,"<a href=""https://plus.google.com/+worldwideexpress/posts"" target=""_blank"">Google+</a> <br/>
<a href=""https://www.youtube.com/channel/UC0pnKr60eaIfDe3rakacZMw"" target=""_blank"">YouTube</a>","To clearly exceed the expectations of our customers, franchisees and partners.",<ul><li>Freight and shipping company.</li><li>Founded in 1995.</li><li>More than 150 franchises across the country.</li><li>One of the largest authorized resellers of express shipping for UPS&#174;.</li><li>A freight partner to more than 55 carriers.</li><li>Delivers more than 10 million packages around the world annually.</li></ul>,"The hardworking employees, franchise owners and executive leadership of Worldwide Express are the embodiment of what our company represents: ideals of integrity, credibility, dedication, dependability – and opportunity.<br/>At Worldwide Express, we hold firm to these core values, in part because they form a key part of a successful business plan – Our customers trust us with their business, and in the transportation industry, trust means everything.<a href=""http://wwex.com/careers-overview"" target=""_blank"">More Information</a>",Total Sales- over $550 million in 2013,"*From <a href=""http://www.linkedin.com/company/worldwide-express?trk=tyah"" target=""_blank"">Linkedin Profile</a>",<ul><li>Worldwide Express was named the No. 1 U.S. employer for career advancement in 2013 by the publishers of Business Insider magazine and the popular employment website Glassdoor.com.</li></ul>,"<a href=""http://www.linkedin.com/company/worldwide-express?trk=tyah"" target=""_blank"">LinkedIn</a>",
